Date,Open,High,Low,Close,Adj Close,Volume
2021-05-21,0.046440,0.046440,0.045160,0.045450,0.042838,75253060000
2021-05-24,0.045810,0.046080,0.045150,0.045330,0.042725,49686710000
2021-05-25,0.045810,0.045660,0.045150,0.045490,0.042875,41203040005
2021-05-26,0.045600,0.047770,0.045520,0.047300,0.044581,159767620000
2021-05-27,0.047420,0.049190,0.046820,0.048850,0.046042,178922030007
2021-05-28,0.048890,0.049090,0.047830,0.048320,0.045543,49742320000
2021-05-31,0.048400,0.048970,0.048400,0.048710,0.045910,36518350000
2021-06-01,0.048900,0.050050,0.048750,0.049230,0.046400,96516910000
2021-06-02,0.049850,0.049850,0.049710,0.049760,0.046900,53050200000
2021-06-03,0.050100,0.050300,0.048920,0.049310,0.046476,55933230000
2021-06-04,0.049440,0.049440,0.047860,0.048700,0.045901,74915690000
2021-06-07,0.048400,0.049060,0.048310,0.048850,0.046042,29492890000
2021-06-08,0.048610,0.050100,0.048600,0.049750,0.046891,70072490069
2021-06-09,0.050070,0.051090,0.050030,0.051060,0.048125,71241490013
2021-06-10,0.051200,0.051360,0.050030,0.050190,0.047305,46964290000
2021-06-11,0.050430,0.050960,0.049940,0.050550,0.047645,42604520000
2021-06-14,0.050490,0.050750,0.049800,0.050090,0.047211,27005910056
2021-06-15,0.050000,0.050300,0.048810,0.049160,0.046334,53271390005
2021-06-16,0.049180,0.049620,0.048420,0.048480,0.045694,50681710000
2021-06-17,0.048190,0.048720,0.047780,0.048620,0.045825,56832950000
2021-06-18,0.048440,0.048480,0.047200,0.047520,0.044789,68685960000
2021-06-21,0.047190,0.048500,0.046700,0.048260,0.046866,55298340000
2021-06-22,0.048510,0.048630,0.047900,0.047980,0.046594,35398540000
2021-06-23,0.048340,0.048610,0.047940,0.048290,0.046895,27124870000
2021-06-24,0.048390,0.049220,0.048040,0.048350,0.046953,49910280000
2021-06-25,0.048650,0.048940,0.048310,0.048590,0.047186,19818360000
2021-06-28,0.048840,0.049730,0.048690,0.049530,0.048099,42282001700
2021-06-29,0.049510,0.049510,0.048150,0.048650,0.047245,49898740000
2021-06-30,0.048800,0.048980,0.047600,0.048540,0.047138,73259970000
2021-07-01,0.048570,0.049100,0.048500,0.048890,0.047478,37866450000
2021-07-02,0.048900,0.048980,0.048550,0.048750,0.047342,20263010000
2021-07-05,0.048900,0.050450,0.048710,0.050420,0.048964,51365860000
2021-07-06,0.050720,0.050880,0.049190,0.049260,0.047837,55273540001
2021-07-07,0.049690,0.049930,0.049070,0.049440,0.048012,44826050000
2021-07-08,0.049100,0.049170,0.048400,0.048550,0.047148,41668730000
2021-07-09,0.048800,0.049180,0.048420,0.048920,0.047507,31908980000
2021-07-12,0.049180,0.049300,0.048560,0.049030,0.047614,28349580000
2021-07-13,0.049000,0.049060,0.048160,0.048430,0.047031,30026650000
2021-07-14,0.047060,0.047470,0.046980,0.047320,0.047320,37425500000
2021-07-15,0.047300,0.047850,0.046880,0.047420,0.047420,35699330000
2021-07-16,0.047190,0.047750,0.047060,0.047440,0.047440,30813420000
2021-07-19,0.047100,0.047220,0.045700,0.045930,0.045930,58952430001
2021-07-20,0.046110,0.046530,0.045800,0.046130,0.046130,33592320000
2021-07-21,0.046250,0.046840,0.046010,0.046670,0.046670,21316152000
2021-07-22,0.047010,0.047410,0.046600,0.046710,0.046710,28556500000
2021-07-23,0.046910,0.047050,0.046530,0.046740,0.046740,23574630000
2021-07-26,0.046510,0.046790,0.046330,0.046440,0.046440,29576090001
2021-07-27,0.046480,0.046700,0.046000,0.046250,0.046250,46155240000
2021-07-28,0.046340,0.047980,0.046230,0.047830,0.047830,54507300010
2021-07-29,0.048380,0.048380,0.048300,0.048300,0.048300,56339460050
2021-07-30,0.048350,0.048850,0.047670,0.048480,0.048480,74024340002
2021-08-02,0.048900,0.049400,0.048620,0.048980,0.048980,48709810022
2021-08-03,0.048830,0.049290,0.048100,0.048640,0.048640,30738490001
2021-08-04,0.049100,0.049180,0.048850,0.049090,0.049090,24587460001
2021-08-05,0.049200,0.050000,0.049000,0.049910,0.049910,35832470010
2021-08-06,0.049730,0.050330,0.049370,0.049950,0.049950,41022470001
2021-08-09,0.049800,0.051450,0.049400,0.050950,0.050950,56613190002
2021-08-10,0.051320,0.052130,0.051100,0.051800,0.051800,54376260000
2021-08-11,0.051900,0.053000,0.051580,0.052870,0.052870,62927260000
2021-08-12,0.053150,0.053400,0.051810,0.052120,0.052120,56669110001
2021-08-13,0.052070,0.052670,0.051300,0.051860,0.051860,32213990003
2021-08-16,0.051300,0.052420,0.051070,0.052310,0.052310,28558240000
2021-08-17,0.052300,0.053090,0.052120,0.052650,0.052650,44720480002
2021-08-18,0.052640,0.052800,0.051730,0.051850,0.051850,30618910000
2021-08-19,0.051020,0.051020,0.049830,0.050370,0.050370,62872430033
2021-08-20,0.050410,0.051100,0.049580,0.050740,0.050740,40743960000
2021-08-23,0.051200,0.051420,0.050940,0.051140,0.051140,20202600042
2021-08-24,0.051390,0.051740,0.050570,0.050960,0.050960,33186390000
2021-08-25,0.051070,0.051230,0.050400,0.051150,0.051150,22733880015
2021-08-26,0.051000,0.051090,0.049800,0.050260,0.050260,27012670000
2021-08-27,0.050270,0.050750,0.049700,0.050740,0.050740,29101880000
2021-08-30,0.050810,0.052250,0.050810,0.051950,0.051950,47824500000
2021-08-31,0.052350,0.052990,0.052180,0.052970,0.052970,66690740000
2021-09-01,0.053000,0.053100,0.052410,0.052950,0.052950,31556270000
2021-09-02,0.053330,0.053500,0.052600,0.052830,0.052830,30870400000
2021-09-03,0.052500,0.052900,0.051860,0.052230,0.052230,39827190010
2021-09-06,0.052630,0.054540,0.052500,0.054040,0.054040,64526090100
2021-09-07,0.054370,0.054840,0.053050,0.053770,0.053770,51046560000
2021-09-08,0.053890,0.054400,0.052930,0.053640,0.053640,46760430023
2021-09-09,0.053750,0.053750,0.052560,0.053070,0.053070,41457370012
2021-09-10,0.052650,0.053230,0.052180,0.052390,0.052390,26625070066
2021-09-13,0.052260,0.052500,0.051900,0.052290,0.052290,27389280000
2021-09-14,0.052590,0.052750,0.051500,0.051630,0.051630,39412780006
2021-09-15,0.051500,0.052490,0.051130,0.051850,0.051850,53879770000
2021-09-16,0.052060,0.052390,0.051130,0.051410,0.051410,38224720001
2021-09-17,0.051690,0.051900,0.051200,0.051370,0.051370,34305680000
2021-09-20,0.051000,0.051050,0.050010,0.050180,0.050180,34761010000
2021-09-21,0.050300,0.050700,0.049460,0.050000,0.050000,34435510004
2021-09-22,0.050500,0.050630,0.049900,0.050460,0.050460,32080240001
2021-09-23,0.051020,0.051310,0.050150,0.050760,0.050760,34949440000
2021-09-24,0.050670,0.051080,0.050380,0.051030,0.051030,21412520048
2021-09-27,0.051310,0.052120,0.051100,0.052010,0.052010,36178070200
2021-09-28,0.052310,0.053110,0.050550,0.051150,0.051150,71378870000
2021-09-29,0.050700,0.051600,0.050470,0.050810,0.050810,31723590001
2021-09-30,0.051300,0.052220,0.051140,0.051760,0.051760,63002180001
2021-10-01,0.051200,0.051480,0.050830,0.051200,0.051200,27421400000
2021-10-04,0.051440,0.052400,0.050940,0.051480,0.051480,58700510020
2021-10-05,0.051920,0.053740,0.051580,0.053640,0.053640,83106030000
2021-10-06,0.053980,0.054900,0.052710,0.053740,0.053740,118188760001
2021-10-07,0.054500,0.055060,0.053710,0.054380,0.054380,70426690000
2021-10-08,0.054260,0.054750,0.053830,0.054450,0.054450,48297300001
2021-10-11,0.054880,0.056540,0.054760,0.056290,0.056290,113308830000
2021-10-12,0.055820,0.055950,0.055210,0.055740,0.055740,49052930000
2021-10-13,0.055500,0.055620,0.054340,0.054780,0.054780,53869880001
2021-10-14,0.055380,0.056000,0.054560,0.055120,0.055120,64804460000
2021-10-15,0.055510,0.055750,0.054950,0.055350,0.055350,30612550000
2021-10-18,0.055590,0.055590,0.055060,0.055530,0.055530,24689400000
2021-10-19,0.056900,0.057020,0.056860,0.056970,0.056970,94682600000
2021-10-20,0.057200,0.057500,0.056250,0.056700,0.056700,64693940010
2021-10-21,0.056110,0.056500,0.054630,0.054960,0.054960,66501340000
2021-10-22,0.055210,0.055900,0.054570,0.054790,0.054790,53669820001
2021-10-25,0.054800,0.055860,0.053950,0.055750,0.055750,56659650001
2021-10-26,0.056470,0.056470,0.055660,0.055930,0.055930,50374400000
2021-10-27,0.055270,0.056000,0.054930,0.055560,0.055560,48476850006
2021-10-28,0.054950,0.055290,0.053080,0.053630,0.053630,72723430000
2021-10-29,0.053460,0.053590,0.052000,0.052860,0.052860,86906110000
2021-11-01,0.052750,0.053500,0.052330,0.053370,0.053370,52311520000
2021-11-02,0.052840,0.052950,0.052790,0.052950,0.052950,53819260005
2021-11-03,0.052450,0.052620,0.051800,0.052420,0.052420,40851680000
2021-11-05,0.052500,0.052860,0.052140,0.052520,0.052520,28459350001
2021-11-08,0.053100,0.053370,0.051870,0.052390,0.052390,43749050000
2021-11-09,0.052300,0.052370,0.051360,0.051370,0.051370,50035220000
2021-11-10,0.051380,0.051650,0.050310,0.050670,0.050670,58293380000
2021-11-11,0.050200,0.051450,0.050050,0.051170,0.051170,67078140001
2021-11-12,0.051310,0.051540,0.049570,0.050460,0.050460,86231740000
2021-11-15,0.050310,0.052310,0.050200,0.051730,0.051730,81312860143
2021-11-16,0.052130,0.052240,0.050810,0.051090,0.051090,45161210000
2021-11-17,0.050900,0.051960,0.050900,0.051600,0.051600,31305500002
2021-11-18,0.051540,0.052140,0.050530,0.051060,0.051060,47795751000
2021-11-19,0.053000,0.053240,0.050130,0.050510,0.050510,117475160001
2021-11-22,0.050150,0.050350,0.048030,0.049040,0.049040,110221070002
2021-11-23,0.048080,0.049900,0.047030,0.049510,0.049510,96600720000
2021-11-24,0.049300,0.049420,0.049250,0.049310,0.049310,44159600001
2021-11-25,0.049560,0.049700,0.048670,0.048770,0.048770,31401310000
2021-11-26,0.047700,0.047990,0.046870,0.047170,0.047170,69696580000
2021-11-29,0.047600,0.048060,0.046530,0.047300,0.047300,80393600001
2021-11-30,0.047600,0.048000,0.046460,0.047650,0.047650,67592070031
2021-12-01,0.047740,0.048600,0.047700,0.048460,0.048460,61227250000
2021-12-02,0.047510,0.049080,0.047510,0.048840,0.048840,56395720005
2021-12-03,0.049260,0.049270,0.048350,0.048460,0.048460,34979070000
2021-12-06,0.049050,0.049170,0.047440,0.047800,0.047800,39272400020
2021-12-07,0.048010,0.048480,0.047100,0.047620,0.047620,46774790000
2021-12-08,0.048900,0.049180,0.046660,0.047010,0.047010,59381950000
2021-12-09,0.047200,0.047940,0.046470,0.047250,0.047250,48401650001
2021-12-10,0.047000,0.047100,0.045820,0.046020,0.046020,68993530000
2021-12-13,0.046160,0.046190,0.043250,0.043590,0.043590,120547030226
2021-12-14,0.041600,0.044430,0.041530,0.043930,0.043930,147090680000
2021-12-15,0.044790,0.044830,0.043460,0.043850,0.043850,51642350000
2021-12-16,0.045260,0.046710,0.045200,0.046440,0.046440,78552640000
2021-12-17,0.046010,0.047330,0.045640,0.046900,0.046900,59487150002
2021-12-20,0.045800,0.046350,0.045350,0.046110,0.046110,60667480000
2021-12-21,0.047280,0.047440,0.046060,0.047050,0.047050,49366050000
2021-12-22,0.047620,0.048200,0.046950,0.047980,0.047980,53656290002
2021-12-23,0.048100,0.048200,0.046980,0.047110,0.047110,33437660002
2021-12-24,0.047240,0.047350,0.046210,0.047100,0.047100,31539580000
2021-12-27,0.047310,0.048050,0.047170,0.047810,0.047810,43133090001
2021-12-28,0.048180,0.048450,0.047680,0.048260,0.048260,44104020000
2021-12-29,0.048260,0.048350,0.047760,0.048090,0.048090,24753500000
2021-12-30,0.048290,0.048500,0.047930,0.048200,0.048200,25398620001
2022-01-03,0.048740,0.049370,0.048600,0.049260,0.049260,24348560000
2022-01-04,0.049720,0.049870,0.049060,0.049660,0.049660,27273070001
2022-01-05,0.049560,0.049870,0.048550,0.048660,0.048660,26407310149
2022-01-06,0.048180,0.048500,0.047760,0.048160,0.048160,35988110000
2022-01-10,0.048960,0.049270,0.048220,0.048530,0.048530,30994080000
2022-01-11,0.048860,0.050100,0.048680,0.049970,0.049970,38477650000
2022-01-12,0.050420,0.050860,0.049880,0.050090,0.050090,38621380000
2022-01-13,0.049950,0.049950,0.045840,0.047250,0.047250,149735580000
2022-01-14,0.047420,0.047750,0.043840,0.045480,0.045480,180307690000
2022-01-17,0.046500,0.046830,0.044860,0.046480,0.046480,106319310000
2022-01-18,0.046480,0.046480,0.046480,0.046480,0.046480,0
2022-01-19,0.043050,0.046500,0.041130,0.044940,0.044940,149973430000
2022-01-20,0.045020,0.046820,0.044810,0.046260,0.046260,102645960000
2022-01-21,0.045100,0.046250,0.043760,0.044500,0.044500,80614890000
2022-01-24,0.044400,0.044490,0.039550,0.041000,0.041000,217314170000
2022-01-25,0.041000,0.042700,0.040600,0.041080,0.041080,139125830000
2022-01-26,0.042540,0.042780,0.040550,0.041660,0.041660,174310560000
2022-01-27,0.040800,0.044120,0.040670,0.042850,0.042850,150261730000
2022-01-28,0.043300,0.044260,0.042650,0.043550,0.043550,75282580000
2022-01-31,0.043550,0.043550,0.043550,0.043550,0.043550,0
2022-02-01,0.043800,0.044100,0.042220,0.042710,0.042710,94957500000
2022-02-02,0.042920,0.043230,0.041880,0.042120,0.042120,67052680000
2022-02-03,0.042040,0.042350,0.040800,0.041420,0.041420,67852200000
2022-02-04,0.041600,0.042130,0.040730,0.040910,0.040910,66810070000
2022-02-07,0.041200,0.041640,0.040580,0.040920,0.040920,51195960000
2022-02-08,0.041100,0.042230,0.040890,0.041700,0.041700,97408520000
2022-02-09,0.042340,0.043000,0.042060,0.043000,0.043000,119449850000
2022-02-10,0.042740,0.042900,0.041650,0.042200,0.042200,104296570000
2022-02-11,0.041700,0.042050,0.040100,0.041080,0.041080,102231000000
2022-02-14,0.040010,0.040550,0.038640,0.040040,0.040040,144240050000
2022-02-15,0.040330,0.041900,0.040330,0.041310,0.041310,97504270000
2022-02-16,0.042040,0.043380,0.042000,0.042700,0.042700,121166540000
2022-02-17,0.042900,0.042950,0.040860,0.041390,0.041390,115812590000
2022-02-18,0.041350,0.041880,0.038820,0.039580,0.039580,135861470000
2022-02-21,0.039150,0.040200,0.029200,0.032500,0.032500,472628730000
2022-02-22,0.031980,0.034580,0.028960,0.033970,0.033970,417837380000
2022-02-24,0.030510,0.030510,0.016390,0.019700,0.019700,425751480000
2022-02-25,0.020200,0.022700,0.018250,0.019730,0.019730,220823080000
2022-03-25,0.019700,0.019805,0.017100,0.017545,0.017545,2408025152
